,filename,base_score,matcher,version,score_dif,x,y,angle
0,U294X6I_1_1,2.63500017880548,dmc_bcc,v0,0.2607028053731799,470,366,87.0
1,U294X6I_1_1,2.63500017880548,dmc_bcc,v1,0.27068280578362014,459,551,351.0
2,U294X6I_1_1,2.63500017880548,dmc_bcc,v2,0.27008751832756017,407,513,347.0
3,U294X6I_1_1,2.63500017880548,dmc_bcc,v3,-0.28886579091849995,371,445,342.0
4,U294X6I_1_1,2.63500017880548,dmc_bcc,v4,0.05245396044001982,318,413,333.0
5,U294X6I_1_1,2.63500017880548,dmc_bcc,v5,-0.5833115656221399,396,431,332.0
6,U294X6I_1_1,2.63500017880548,dmc_bcc,v6,0.6664043247714,437,499,327.0
7,U294X6I_1_1,2.63500017880548,dmc_bcc,v7,-0.5800272414166199,409,403,325.0
8,U294X6I_1_1,2.63500017880548,dmc_bcc,v8,0.6686220429203802,466,535,317.0
9,U294X6I_1_1,2.63500017880548,dmc_bcc,v9,-0.19220997602090018,455,455,309.0
10,U294X6I_1_1,2.63500017880548,dmc_bcc,v10,0.018729823774649823,402,441,157.0
11,U294X6I_1_1,2.63500017880548,dmc_bcc,v11,0.15232468960918988,424,411,153.0
12,U294X6I_1_1,2.63500017880548,dmc_bcc,v12,-0.36101269089413,436,468,149.0
13,U294X6I_1_1,2.63500017880548,dmc_bcc,v13,-0.51655952114149,432,389,147.0
14,U294X6I_1_1,2.63500017880548,dmc_bcc,v14,-0.15352683051305993,402,397,143.0
15,U294X6I_1_1,2.63500017880548,dmc_bcc,v15,-0.43847433873906994,451,392,142.0
16,U294X6I_1_1,2.63500017880548,dmc_bcc,v16,-0.21339714160111978,467,443,133.0
17,U294X6I_1_1,2.63500017880548,dmc_bcc,v17,-0.006551278149700135,473,502,131.0
18,U294X6I_1_1,2.63500017880548,dmc_bcc,v18,-0.3804941368672199,496,433,127.0
19,U294X6I_1_1,2.63500017880548,dmc_bcc,v19,-0.13749185381829987,497,464,123.0
20,U294X6I_1_1,2.63500017880548,dmc_bcc,v20,-0.2959219936849702,525,371,90.0
21,G051X6I_1_1,4.55544771905902,dmc_bcc,v0,-0.11728084254879079,305,534,89.0
22,G051X6I_1_1,4.55544771905902,dmc_bcc,v1,-0.18828926402613,337,468,87.0
23,G051X6I_1_1,4.55544771905902,dmc_bcc,v2,-0.21775968899155007,486,378,86.0
24,G051X6I_1_1,4.55544771905902,dmc_bcc,v3,-0.06861488951024075,439,442,81.0
25,G051X6I_1_1,4.55544771905902,dmc_bcc,v4,0.003190411373140023,423,453,74.0
26,G051X6I_1_1,4.55544771905902,dmc_bcc,v5,0.08462449393671001,311,566,54.0
27,G051X6I_1_1,4.55544771905902,dmc_bcc,v6,-0.0436033905372204,395,686,2.0
28,G051X6I_1_1,4.55544771905902,dmc_bcc,v7,0.08251342470890943,263,624,5.0
29,G051X6I_1_1,4.55544771905902,dmc_bcc,v8,-0.10957483999197049,419,628,0.0
30,G051X6I_1_1,4.55544771905902,dmc_bcc,v9,-0.004338149344849995,346,659,359.0
31,G051X6I_1_1,4.55544771905902,dmc_bcc,v10,0.042275762929079974,273,611,356.0
32,G051X6I_1_1,4.55544771905902,dmc_bcc,v11,0.05188605468425944,285,594,343.0
33,G051X6I_1_1,4.55544771905902,dmc_bcc,v12,-0.005196491735180331,459,312,310.0
34,G051X6I_1_1,4.55544771905902,dmc_bcc,v13,-0.23783967125391037,154,337,306.0
35,G051X6I_1_1,4.55544771905902,dmc_bcc,v14,0.03583782591576945,446,300,300.0
36,G051X6I_1_1,4.55544771905902,dmc_bcc,v15,-0.21889306428052002,199,345,297.0
37,G051X6I_1_1,4.55544771905902,dmc_bcc,v16,0.05702573588463,253,572,297.0
38,G051X6I_1_1,4.55544771905902,dmc_bcc,v17,0.021956840961889768,190,512,295.0
39,G051X6I_1_1,4.55544771905902,dmc_bcc,v18,-0.15640057610917069,195,279,297.0
40,G051X6I_1_1,4.55544771905902,dmc_bcc,v19,-0.07239828139534055,320,286,292.0
41,G051X6I_1_1,4.55544771905902,dmc_bcc,v20,-0.15149710409430028,235,483,287.0
42,G051X6I_1_1,4.55544771905902,dmc_bcc,v21,-0.22920571593275074,233,401,291.0
43,G051X6I_1_1,4.55544771905902,dmc_bcc,v22,0.12262313029041927,390,235,289.0
44,G051X6I_1_1,4.55544771905902,dmc_bcc,v23,0.12977280033559957,248,363,288.0
45,G051X6I_1_1,4.55544771905902,dmc_bcc,v24,-0.14824134638971032,423,372,282.0
46,G051X6I_1_1,4.55544771905902,dmc_bcc,v25,-0.01835607996285038,289,280,286.0
47,G051X6I_1_1,4.55544771905902,dmc_bcc,v26,-0.17983222219990047,343,360,284.0
48,G051X6I_1_1,4.55544771905902,dmc_bcc,v27,0.11309998143676925,150,254,283.0
49,G051X6I_1_1,4.55544771905902,dmc_bcc,v28,-0.22742955385878005,391,358,284.0
50,G051X6I_1_1,4.55544771905902,dmc_bcc,v29,-0.0018235029810602654,291,200,278.0
51,G051X6I_1_1,4.55544771905902,dmc_bcc,v30,-0.07842572095447053,297,403,277.0
52,G051X6I_1_1,4.55544771905902,dmc_bcc,v31,0.023215394989279936,311,226,276.0
53,G051X6I_1_1,4.55544771905902,dmc_bcc,v32,-0.07189721652628034,367,300,276.0
54,G051X6I_1_1,4.55544771905902,dmc_bcc,v33,-0.03910691280761025,380,276,277.0
55,G051X6I_1_1,4.55544771905902,dmc_bcc,v34,-0.07865415605049009,266,209,271.0
56,G051X6I_1_1,4.55544771905902,dmc_bcc,v35,-0.03041094506453046,501,504,274.0
57,G051X6I_1_1,4.55544771905902,dmc_bcc,v36,0.05955082037597936,441,460,265.0
58,G051X6I_1_1,4.55544771905902,dmc_bcc,v37,-0.04552053374946041,487,423,267.0
59,G051X6I_1_1,4.55544771905902,dmc_bcc,v38,-0.18705510990318075,375,456,263.0
60,G051X6I_1_1,4.55544771905902,dmc_bcc,v39,0.14098100188971951,453,456,262.0
61,G051X6I_1_1,4.55544771905902,dmc_bcc,v40,0.024184485902849495,482,534,256.0
62,G051X6I_1_1,4.55544771905902,dmc_bcc,v41,0.03277169590873008,429,466,258.0
63,G051X6I_1_1,4.55544771905902,dmc_bcc,v42,-0.11848981690494043,416,504,248.0
64,G051X6I_1_1,4.55544771905902,dmc_bcc,v43,0.008990902903829756,445,551,242.0
65,G051X6I_1_1,4.55544771905902,dmc_bcc,v44,-0.22432684987878027,352,564,237.0
66,G051X6I_1_1,4.55544771905902,dmc_bcc,v45,-0.04352087176112018,420,569,231.0
67,G051X6I_1_1,4.55544771905902,dmc_bcc,v46,0.12069630363627937,466,559,227.0
68,G051X6I_1_1,4.55544771905902,dmc_bcc,v47,-0.13901492545191996,392,569,227.0
69,G051X6I_1_1,4.55544771905902,dmc_bcc,v48,0.1149473492657993,476,552,226.0
70,G051X6I_1_1,4.55544771905902,dmc_bcc,v49,-0.02383228748189037,363,600,205.0
71,G051X6I_1_1,4.55544771905902,dmc_bcc,v50,0.06533099192893932,347,608,202.0
72,G051X6I_1_1,4.55544771905902,dmc_bcc,v51,-0.0791101675020407,439,601,193.0
73,G051X6I_1_1,4.55544771905902,dmc_bcc,v52,0.019007882093309725,402,592,195.0
74,G051X6I_1_1,4.55544771905902,dmc_bcc,v53,0.031983935180969425,321,636,188.0
75,G051X6I_1_1,4.55544771905902,dmc_bcc,v54,-0.014168780267220349,453,640,182.0
76,G051X6I_1_1,4.55544771905902,dmc_bcc,v55,0.025809038162159403,403,640,184.0
77,G051X6I_1_1,4.55544771905902,dmc_bcc,v56,0.028309729272539386,357,648,180.0
78,G051X6I_1_1,4.55544771905902,dmc_bcc,v57,0.040509200144289714,291,674,173.0
79,G051X6I_1_1,4.55544771905902,dmc_bcc,v58,0.04552898327509958,222,549,137.0
80,G051X6I_1_1,4.55544771905902,dmc_bcc,v59,-0.20415859063174047,180,326,121.0
81,G051X6I_1_1,4.55544771905902,dmc_bcc,v60,-0.1615101528304299,223,288,114.0
82,G051X6I_1_1,4.55544771905902,dmc_bcc,v61,-0.07507032092270993,259,309,115.0
83,G051X6I_1_1,4.55544771905902,dmc_bcc,v62,-0.04918281763881005,175,459,116.0
84,G051X6I_1_1,4.55544771905902,dmc_bcc,v63,-0.12711957606986068,249,364,114.0
85,G051X6I_1_1,4.55544771905902,dmc_bcc,v64,-0.07163853731239023,298,253,107.0
86,G051X6I_1_1,4.55544771905902,dmc_bcc,v65,-0.18465884917783004,274,265,111.0
87,G051X6I_1_1,4.55544771905902,dmc_bcc,v66,-0.22074832261139044,210,372,112.0
88,G051X6I_1_1,4.55544771905902,dmc_bcc,v67,-0.14082651330543072,292,302,106.0
89,G051X6I_1_1,4.55544771905902,dmc_bcc,v68,-0.15924850818401026,350,330,105.0
90,G051X6I_1_1,4.55544771905902,dmc_bcc,v69,-0.08696030569002033,227,449,104.0
91,G051X6I_1_1,4.55544771905902,dmc_bcc,v70,0.014997270902020077,269,504,106.0
92,G051X6I_1_1,4.55544771905902,dmc_bcc,v71,-0.19617677803512024,259,401,106.0
93,G051X6I_1_1,4.55544771905902,dmc_bcc,v72,-0.03371302435603063,277,430,102.0
94,G051X6I_1_1,4.55544771905902,dmc_bcc,v73,-0.014617075373070776,298,392,98.0
95,G051X6I_1_1,4.55544771905902,dmc_bcc,v74,0.05371365104748005,377,236,98.0
96,G051X6I_1_1,4.55544771905902,dmc_bcc,v75,-0.13589068207969035,310,403,96.0
97,G051X6I_1_1,4.55544771905902,dmc_bcc,v76,-0.23682967305908065,303,353,101.0
98,G051X6I_1_1,4.55544771905902,dmc_bcc,v77,0.06809368635410973,530,424,93.0
99,G051X6I_1_1,4.55544771905902,dmc_bcc,v78,-0.08992216673158993,380,402,93.0
100,G051X6I_1_1,4.55544771905902,dmc_bcc,v79,0.11553900319634991,266,161,92.0
101,G051X6I_1_1,4.55544771905902,dmc_bcc,v80,0.12079711731561993,337,224,92.0
102,G051X6I_1_1,4.55544771905902,dmc_bcc,v81,0.01598421639638925,291,514,91.0
103,G021X7I_1_1,4.54932148227458,dmc_bcc,v0,-0.33434429624203066,374,282,76.0
104,G021X7I_1_1,4.54932148227458,dmc_bcc,v1,0.1155542386628099,412,256,63.0
105,G021X7I_1_1,4.54932148227458,dmc_bcc,v2,-0.69399778413857,312,482,6.0
106,G021X7I_1_1,4.54932148227458,dmc_bcc,v3,-0.39932387527260005,359,484,4.0
107,G021X7I_1_1,4.54932148227458,dmc_bcc,v4,-0.4060249564005298,311,447,1.0
108,G021X7I_1_1,4.54932148227458,dmc_bcc,v5,-0.019585347362400363,299,426,350.0
109,G021X7I_1_1,4.54932148227458,dmc_bcc,v6,-0.4787791120759399,331,361,337.0
110,G021X7I_1_1,4.54932148227458,dmc_bcc,v7,-0.41404313786861024,349,330,327.0
111,G021X7I_1_1,4.54932148227458,dmc_bcc,v8,-0.1516537190497198,291,340,330.0
112,G021X7I_1_1,4.54932148227458,dmc_bcc,v9,-0.2315259463706898,341,274,267.0
113,G021X7I_1_1,4.54932148227458,dmc_bcc,v10,-0.4601564935930105,446,317,243.0
114,G021X7I_1_1,4.54932148227458,dmc_bcc,v11,0.020176690898479954,416,320,241.0
115,G021X7I_1_1,4.54932148227458,dmc_bcc,v12,-0.08900649159012985,401,318,238.0
116,G021X7I_1_1,4.54932148227458,dmc_bcc,v13,-0.4462205517378406,487,334,234.0
117,G021X7I_1_1,4.54932148227458,dmc_bcc,v14,-0.21019996354455994,448,355,218.0
118,G021X7I_1_1,4.54932148227458,dmc_bcc,v15,-0.3373632597831202,391,342,193.0
119,G021X7I_1_1,4.54932148227458,dmc_bcc,v16,0.9913889731953498,457,391,196.0
120,G021X7I_1_1,4.54932148227458,dmc_bcc,v17,-0.37433102713506994,403,357,180.0
121,G021X7I_1_1,4.54932148227458,dmc_bcc,v18,0.38088118077893984,423,410,180.0
122,G021X7I_1_1,4.54932148227458,dmc_bcc,v19,0.44754841772672016,277,458,174.0
123,G021X7I_1_1,4.54932148227458,dmc_bcc,v20,-0.16831053398616014,365,287,102.0
124,U293X1I_1_1,0.548307580674742,dmc_bcc,v0,0.12166606433750304,606,430,87.0
125,U293X1I_1_1,0.548307580674742,dmc_bcc,v1,0.1984671872068361,582,424,85.0
126,U293X1I_1_1,0.548307580674742,dmc_bcc,v2,0.4108765774147991,574,453,77.0
127,U293X1I_1_1,0.548307580674742,dmc_bcc,v3,0.12861535842987804,532,524,73.0
128,U293X1I_1_1,0.548307580674742,dmc_bcc,v4,0.12861535842987804,565,563,63.0
129,U293X1I_1_1,0.548307580674742,dmc_bcc,v5,0.23326079149482304,607,492,43.0
130,U293X1I_1_1,0.548307580674742,dmc_bcc,v6,0.12861535842987804,555,573,247.0
131,U293X1I_1_1,0.548307580674742,dmc_bcc,v7,-0.21621933574189495,596,362,159.0
132,U293X1I_1_1,0.548307580674742,dmc_bcc,v8,-0.548307580674742,612,392,158.0
133,U293X1I_1_1,0.548307580674742,dmc_bcc,v9,0.127589045457562,552,433,97.0
134,U287X3I_1_1,2.32620513192109,dmc_bcc,v0,-0.15428613604432995,434,475,86.0
135,U287X3I_1_1,2.32620513192109,dmc_bcc,v1,-0.026111352336999794,385,513,77.0
136,U287X3I_1_1,2.32620513192109,dmc_bcc,v2,-0.6606588403756399,440,469,76.0
137,U287X3I_1_1,2.32620513192109,dmc_bcc,v3,-0.3682479427792098,497,467,73.0
138,U287X3I_1_1,2.32620513192109,dmc_bcc,v4,-0.5004905822216699,412,498,73.0
139,U287X3I_1_1,2.32620513192109,dmc_bcc,v5,-0.31938155040774996,462,461,67.0
140,U287X3I_1_1,2.32620513192109,dmc_bcc,v6,-0.0072452567695999726,451,393,23.0
141,U287X3I_1_1,2.32620513192109,dmc_bcc,v7,-0.87969472619098,451,513,280.0
142,U287X3I_1_1,2.32620513192109,dmc_bcc,v8,-0.16145816402196012,433,408,168.0
143,U287X3I_1_1,2.32620513192109,dmc_bcc,v9,0.44217122342300996,341,431,114.0
144,U287X3I_1_1,2.32620513192109,dmc_bcc,v10,-0.53523218189734,410,450,107.0
145,U287X3I_1_1,2.32620513192109,dmc_bcc,v11,0.3090704296907303,487,507,98.0
146,G094X6I_1_1,2.4441628695292,dmc_bcc,v0,0.05266626918876982,408,586,340.0
147,G094X6I_1_1,2.4441628695292,dmc_bcc,v1,-0.45072494850269007,503,527,330.0
148,G094X6I_1_1,2.4441628695292,dmc_bcc,v2,-0.05555719214020005,470,417,327.0
149,G094X6I_1_1,2.4441628695292,dmc_bcc,v3,-0.043315300817640345,465,443,324.0
150,G094X6I_1_1,2.4441628695292,dmc_bcc,v4,0.30119232401871976,376,543,324.0
151,G094X6I_1_1,2.4441628695292,dmc_bcc,v5,-0.17632612822485028,476,489,318.0
152,G094X6I_1_1,2.4441628695292,dmc_bcc,v6,-0.5443492884721901,442,401,313.0
153,G094X6I_1_1,2.4441628695292,dmc_bcc,v7,-0.05268739534550004,443,498,313.0
154,G094X6I_1_1,2.4441628695292,dmc_bcc,v8,-0.03135945370356996,382,343,307.0
155,G094X6I_1_1,2.4441628695292,dmc_bcc,v9,-0.1131293345542903,564,373,217.0
156,G094X6I_1_1,2.4441628695292,dmc_bcc,v10,-0.3798753812911002,562,475,206.0
157,G094X6I_1_1,2.4441628695292,dmc_bcc,v11,0.16226360497226988,579,494,195.0
158,G094X6I_1_1,2.4441628695292,dmc_bcc,v12,-0.02868137408459015,531,486,183.0
159,G094X6I_1_1,2.4441628695292,dmc_bcc,v13,-0.7102447113001003,516,439,170.0
160,G094X6I_1_1,2.4441628695292,dmc_bcc,v14,0.15241360667726989,567,534,172.0
161,G094X6I_1_1,2.4441628695292,dmc_bcc,v15,0.6781957395948597,513,469,166.0
162,G094X6I_1_1,2.4441628695292,dmc_bcc,v16,-0.21617232771976003,507,392,161.0
163,G094X6I_1_1,2.4441628695292,dmc_bcc,v17,0.22376728567853998,533,504,155.0
164,G083X8I_1_1,1.61253062590065,dmc_bcc,v0,-0.11171374083008989,424,416,85.0
165,G083X8I_1_1,1.61253062590065,dmc_bcc,v1,-0.16135360680840005,435,382,74.0
166,G083X8I_1_1,1.61253062590065,dmc_bcc,v2,0.037391014441580106,491,461,70.0
167,G083X8I_1_1,1.61253062590065,dmc_bcc,v3,-0.07879443893675009,500,380,72.0
168,G083X8I_1_1,1.61253062590065,dmc_bcc,v4,0.04944739204329007,490,242,51.0
169,G083X8I_1_1,1.61253062590065,dmc_bcc,v5,-0.016649539040149985,415,336,38.0
170,G083X8I_1_1,1.61253062590065,dmc_bcc,v6,0.051398241764869956,397,384,34.0
171,G083X8I_1_1,1.61253062590065,dmc_bcc,v7,-0.0034454806816999195,418,274,8.0
172,G083X8I_1_1,1.61253062590065,dmc_bcc,v8,-0.006991872530530019,388,368,4.0
173,G083X8I_1_1,1.61253062590065,dmc_bcc,v9,-0.28306802845478996,351,579,356.0
174,G083X8I_1_1,1.61253062590065,dmc_bcc,v10,-0.05180740048366994,400,565,354.0
175,G083X8I_1_1,1.61253062590065,dmc_bcc,v11,0.12183503750344005,313,576,345.0
176,G083X8I_1_1,1.61253062590065,dmc_bcc,v12,-0.046021378712880034,336,567,339.0
177,G083X8I_1_1,1.61253062590065,dmc_bcc,v13,-0.1828157571828899,397,548,332.0
178,G083X8I_1_1,1.61253062590065,dmc_bcc,v14,-0.13630793934430008,363,275,335.0
179,G083X8I_1_1,1.61253062590065,dmc_bcc,v15,-0.10009772976799991,344,545,322.0
180,G083X8I_1_1,1.61253062590065,dmc_bcc,v16,-0.008626085543699924,319,553,325.0
181,G083X8I_1_1,1.61253062590065,dmc_bcc,v17,-0.001686454275340088,334,317,313.0
182,G083X8I_1_1,1.61253062590065,dmc_bcc,v18,-0.1612779225791301,390,534,307.0
183,G083X8I_1_1,1.61253062590065,dmc_bcc,v19,-0.14465898340287997,475,401,248.0
184,G083X8I_1_1,1.61253062590065,dmc_bcc,v20,-0.006235858888729906,512,287,232.0
185,G083X8I_1_1,1.61253062590065,dmc_bcc,v21,-0.12679695370518007,418,298,163.0
186,G083X8I_1_1,1.61253062590065,dmc_bcc,v22,-0.02268155316914,332,281,126.0
187,G083X8I_1_1,1.61253062590065,dmc_bcc,v23,-0.038743593915989916,309,436,121.0
188,G083X8I_1_1,1.61253062590065,dmc_bcc,v24,-0.017078381542459997,385,404,107.0
189,G083X8I_1_1,1.61253062590065,dmc_bcc,v25,-0.23992921612381002,411,468,112.0
190,G083X8I_1_1,1.61253062590065,dmc_bcc,v26,-0.17107486435337993,408,419,94.0
191,G032X6I_1_1,2.44859840738077,dmc_bcc,v0,-0.020524850985689902,373,353,86.0
192,G032X6I_1_1,2.44859840738077,dmc_bcc,v1,-0.18480984006159007,431,415,83.0
193,G032X6I_1_1,2.44859840738077,dmc_bcc,v2,-0.31246892162275985,446,397,79.0
194,G032X6I_1_1,2.44859840738077,dmc_bcc,v3,-0.21284063888904026,384,345,84.0
195,G032X6I_1_1,2.44859840738077,dmc_bcc,v4,-0.3384607213138402,404,337,74.0
196,G032X6I_1_1,2.44859840738077,dmc_bcc,v5,-0.3143212494635099,453,371,70.0
197,G032X6I_1_1,2.44859840738077,dmc_bcc,v6,-0.048769297553370006,386,335,67.0
198,G032X6I_1_1,2.44859840738077,dmc_bcc,v7,-0.2659442365934699,477,348,60.0
199,G032X6I_1_1,2.44859840738077,dmc_bcc,v8,-0.11768422911806997,485,334,55.0
200,G032X6I_1_1,2.44859840738077,dmc_bcc,v9,-0.29781260707829027,426,324,56.0
201,G032X6I_1_1,2.44859840738077,dmc_bcc,v10,-0.04356779138181999,542,304,46.0
202,G032X6I_1_1,2.44859840738077,dmc_bcc,v11,-0.08452840084341018,401,290,46.0
203,G032X6I_1_1,2.44859840738077,dmc_bcc,v12,-0.4254912249102101,484,283,46.0
204,G032X6I_1_1,2.44859840738077,dmc_bcc,v13,-0.0867838662182101,476,240,35.0
205,G032X6I_1_1,2.44859840738077,dmc_bcc,v14,0.027199436215009865,407,281,38.0
206,G032X6I_1_1,2.44859840738077,dmc_bcc,v15,-0.29402020055188993,401,268,23.0
207,G032X6I_1_1,2.44859840738077,dmc_bcc,v16,-0.04519031689070019,387,283,28.0
208,G032X6I_1_1,2.44859840738077,dmc_bcc,v17,0.11003578028228977,419,175,18.0
209,G032X6I_1_1,2.44859840738077,dmc_bcc,v18,-0.1950025396021302,391,223,13.0
210,G032X6I_1_1,2.44859840738077,dmc_bcc,v19,-0.23869503556251015,392,246,16.0
211,G032X6I_1_1,2.44859840738077,dmc_bcc,v20,-0.3664126630712299,356,305,10.0
212,G032X6I_1_1,2.44859840738077,dmc_bcc,v21,-0.11361476236064005,343,328,355.0
213,G032X6I_1_1,2.44859840738077,dmc_bcc,v22,-0.37456046405725996,357,255,356.0
214,G032X6I_1_1,2.44859840738077,dmc_bcc,v23,-0.18350765234601996,348,214,346.0
215,G032X6I_1_1,2.44859840738077,dmc_bcc,v24,0.11003578028228977,339,132,337.0
216,G032X6I_1_1,2.44859840738077,dmc_bcc,v25,-0.53756623864943,339,304,324.0
217,G032X6I_1_1,2.44859840738077,dmc_bcc,v26,-0.40544884431167016,309,262,318.0
218,G032X6I_1_1,2.44859840738077,dmc_bcc,v27,-0.13118599346683002,316,330,302.0
219,G032X6I_1_1,2.44859840738077,dmc_bcc,v28,0.11003578028228977,239,242,300.0
220,G032X6I_1_1,2.44859840738077,dmc_bcc,v29,-0.16187821806162006,292,328,296.0
221,G032X6I_1_1,2.44859840738077,dmc_bcc,v30,-0.11631733177335013,318,349,295.0
222,G032X6I_1_1,2.44859840738077,dmc_bcc,v31,-0.26379816107603027,284,314,292.0
223,G032X6I_1_1,2.44859840738077,dmc_bcc,v32,-0.08741127799748005,318,456,277.0
224,G032X6I_1_1,2.44859840738077,dmc_bcc,v33,-0.15503839237673,348,439,270.0
225,G032X6I_1_1,2.44859840738077,dmc_bcc,v34,-0.22152874696661007,516,277,215.0
226,G032X6I_1_1,2.44859840738077,dmc_bcc,v35,-0.4648152175093201,417,277,202.0
227,G032X6I_1_1,2.44859840738077,dmc_bcc,v36,-0.22784369580510022,452,240,200.0
228,G032X6I_1_1,2.44859840738077,dmc_bcc,v37,-0.34925658931329995,376,315,188.0
229,G032X6I_1_1,2.44859840738077,dmc_bcc,v38,-0.11796951103979003,364,326,183.0
230,G032X6I_1_1,2.44859840738077,dmc_bcc,v39,-0.029517808585100003,226,293,119.0
231,G032X6I_1_1,2.44859840738077,dmc_bcc,v40,-0.20326162670279002,295,338,99.0
232,G032X6I_1_1,2.44859840738077,dmc_bcc,v41,-0.15023415193356016,329,432,98.0
233,G032X6I_1_1,2.44859840738077,dmc_bcc,v42,0.01070746408833001,230,348,100.0
234,G032X6I_1_1,2.44859840738077,dmc_bcc,v43,0.07449254987289011,308,336,94.0
235,G032X6I_1_1,2.44859840738077,dmc_bcc,v44,-0.13439325579689987,357,348,90.0
236,G032X6I_1_1,2.44859840738077,dmc_bcc,v45,-0.3660681316543499,356,371,92.0
237,U246X8I_1_1,0.0,dmc_bcc,v0,0.0,353,299,54.0
238,U246X8I_1_1,0.0,dmc_bcc,v1,0.0,288,274,44.0
239,U246X8I_1_1,0.0,dmc_bcc,v2,0.578685266974884,204,359,1.0
240,U246X8I_1_1,0.0,dmc_bcc,v3,0.0,359,472,357.0
241,U246X8I_1_1,0.0,dmc_bcc,v4,0.0,338,489,352.0
242,U246X8I_1_1,0.0,dmc_bcc,v5,0.38737166936929,199,341,329.0
243,U246X8I_1_1,0.0,dmc_bcc,v6,0.0,180,341,298.0
244,U246X8I_1_1,0.0,dmc_bcc,v7,0.0,328,466,296.0
245,U246X8I_1_1,0.0,dmc_bcc,v8,0.0,230,384,102.0
246,U246X8I_1_1,0.0,dmc_bcc,v9,0.328567634387812,208,389,105.0
247,U246X8I_1_1,0.0,dmc_bcc,v10,0.477874848852236,247,390,94.0
248,G072X1I_1_1,1.024309724096,dmc_bcc,v0,-0.0033624063984498687,297,439,88.0
249,G072X1I_1_1,1.024309724096,dmc_bcc,v1,-0.029824805005150945,506,390,85.0
250,G072X1I_1_1,1.024309724096,dmc_bcc,v2,-0.013491265408309916,510,360,69.0
251,G072X1I_1_1,1.024309724096,dmc_bcc,v3,-0.06715917558211393,320,467,51.0
252,G072X1I_1_1,1.024309724096,dmc_bcc,v4,-0.0033850861615800643,287,466,55.0
253,G072X1I_1_1,1.024309724096,dmc_bcc,v5,-0.058373091934406984,356,471,46.0
254,G072X1I_1_1,1.024309724096,dmc_bcc,v6,0.05462039387493012,653,353,38.0
255,G072X1I_1_1,1.024309724096,dmc_bcc,v7,-0.16174849839207894,378,466,38.0
256,G072X1I_1_1,1.024309724096,dmc_bcc,v8,0.03919495129559003,274,481,25.0
257,G072X1I_1_1,1.024309724096,dmc_bcc,v9,-0.04255539474574299,400,507,21.0
258,G072X1I_1_1,1.024309724096,dmc_bcc,v10,0.06785447450317994,269,499,20.0
